Venda.Código,Venda.Data,Produto.Código,Produto,Quantidade,Produto.Fornecedor,Custo Total,Venda.Valor Total Desconto,Valor Total,Pagamento
600,12/12/2024,547,0547 - ARVORE LUMINARIA DESEJOS,1,USARE LUMINÁRIAS," R$  67,90 "," R$  9,10 "," R$  172,90 ",Dinheiro
599,12/12/2024,614,"0614 - PORTA RETRATO MDA 21,5X15,5CM FRIENDSHIP",1,ZONA CRIATIVA," R$  9,90 ", R$  -   ," R$  48,00 ",Dinheiro
598,12/12/2024,357,0357 - BLOCO PERFUMADO CHOCOLATE,1,AP BRAS OU MERCADO LIVRE," R$  7,50 ", R$  -   ," R$  22,00 ",PIX
597,11/12/2024,610,"0610 - GARRAFA MAX 1,65LT CUIDE-SE",1,ZONA CRIATIVA," R$  19,90 "," R$  24,60 "," R$  61,20 ",PIX
597,11/12/2024,552,0552 - LUMIN N S FATIMA USB,1,USARE LUMINÁRIAS," R$  36,90 "," R$  24,60 "," R$  80,10 ",PIX
597,11/12/2024,172,0172 - LUMIN N S APARECIDA USB,1,USARE LUMINÁRIAS," R$  36,90 "," R$  24,60 "," R$  80,10 ",PIX
596,11/12/2024,576,0576 - KIT XÍCARA E PIRES 120ML NEO,1,NEO PORCELANAS LTDA," R$  19,90 "," R$  2,95 "," R$  56,05 ",PIX
595,11/12/2024,454,0454 - KIT SHOT 60ML C/2 PCS JACK SKELLIGTON,1,ZONA CRIATIVA," R$  24,90 ", R$  -   ," R$  68,00 ",PIX
594,11/12/2024,440,0440 - CANECA MINI TINA 100ML PASSAR DOS CAFES,1,ZONA CRIATIVA," R$  9,90 ", R$  -   ," R$  34,00 ",Cartão de Débito
593,11/12/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
593,11/12/2024,543,0543 - CANECA NATURAL 100ML CAFE - OLHO GREGO - LUZ,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  17,90 ", R$  -   ," R$  46,00 ",Cartão de Débito
592,10/12/2024,121,0121 - GARRAFA TERMICA C TERMOMETRO,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  14,99 "," R$  10,80 "," R$  35,10 ",Cartão de Crédito
592,10/12/2024,415,0415 - COPO TÉRMICO TERMOMETRO,1,AP BRAS OU MERCADO LIVRE," R$  32,00 "," R$  10,80 "," R$  62,10 ",Cartão de Crédito
591,10/12/2024,228,0228 - NECESSAIRE - VIAJAR PELO MUNDO,1,BRASFOOT," R$  23,98 "," R$  2,95 "," R$  56,05 ",PIX
590,10/12/2024,553,0553 - CADERNO DISCO MEDIO 19X26 CAPA DURA,1,AP BRAS OU MERCADO LIVRE," R$  28,00 ", R$  -   ," R$  86,00 ",Cartão de Débito
590,10/12/2024,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",Cartão de Débito
590,10/12/2024,373,0373 - CESTA MONTAGEM,1,AP BRAS OU MERCADO LIVRE," R$  25,00 ", R$  -   ," R$  35,00 ",Cartão de Débito
589,09/12/2024,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 "," R$  3,98 "," R$  22,32 ",Cartão de Débito
589,09/12/2024,392,0392 - CANECA CERAM OLHO GREGO,1,CRAZY MUGS," R$  19,90 "," R$  3,98 "," R$  53,20 ",Cartão de Débito
588,09/12/2024,539,0539 - CANECA DE VIDRO 245ML OLHO GREGO - MANDALA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  17,90 ", R$  -   ," R$  49,00 ",Cartão de Crédito
587,09/12/2024,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 "," R$  5,33 "," R$  22,32 ",Cartão de Débito
587,09/12/2024,442,0442 - CANECA MINI TINA 100ML CAFE FRESCO,1,ZONA CRIATIVA," R$  9,90 "," R$  5,33 "," R$  32,30 ",Cartão de Débito
587,09/12/2024,402,0402 - KIT COPO AMERICANO PIU PIU,1,ALL MIX," R$  21,55 "," R$  5,33 "," R$  46,55 ",Cartão de Débito
586,07/12/2024,114,0114 - KIT 3 GARRAFAS COLORIDAS,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  19,99 ", R$  -   ," R$  49,00 ",Cartão de Débito
585,07/12/2024,340,0340 - BOLSA SILICONE PERSONAGENS C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  13,00 "," R$  4,35 "," R$  36,10 ",Dinheiro
585,07/12/2024,114,0114 - KIT 3 GARRAFAS COLORIDAS,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  19,99 "," R$  4,35 "," R$  46,55 ",Dinheiro
584,06/12/2024,362,0362 - KIT MARCA TEXTO,1,AP BRAS OU MERCADO LIVRE," R$  8,50 ", R$  -   ," R$  28,00 ",Dinheiro
583,06/12/2024,470,0470 - COPO TERMICO SNAP 300ML AVANGERS,1,ZONA CRIATIVA," R$  29,90 "," R$  0,04 "," R$  71,96 ",Cartão de Débito
582,06/12/2024,318,0318 - CANECA MOMA 500ML MINNIE,1,ZONA CRIATIVA," R$  29,90 "," R$  4,30 "," R$  81,70 ",Cartão de Crédito
581,06/12/2024,343,0343 - GARRAFA INFANTIL 500ML,1,AP BRAS OU MERCADO LIVRE," R$  19,00 "," R$  2,70 "," R$  51,30 ",Cartão de Crédito
580,06/12/2024,152,0152 - PORTA CANETA E CELULAR CAT,1,GEGUTON," R$  16,82 "," R$  13,50 "," R$  44,10 ",Cartão de Crédito
580,06/12/2024,317,0317 - CANECA MOMA 500ML MICKEY,1,ZONA CRIATIVA," R$  29,90 "," R$  13,50 "," R$  77,40 ",Cartão de Crédito
579,05/12/2024,356,0356 - CHAVEIRO CALCULADORA,1,AP BRAS OU MERCADO LIVRE," R$  7,00 ", R$  -   ," R$  19,00 ",Dinheiro
578,04/12/2024,503,0503 - BLOCO DE NOTAS YAAY DIVERSOS,1,YAAY PRESENTES," R$  3,90 ", R$  -   ," R$  12,00 ",Cartão de Crédito
578,04/12/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Cartão de Crédito
578,04/12/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Crédito
577,04/12/2024,518,0518 - CADERNO DISCO ASTRONAUTA 15X21,1,AP BRAS OU MERCADO LIVRE," R$  15,00 "," R$  3,65 "," R$  46,55 ",Dinheiro
577,04/12/2024,C9,C9 - CANETA FOFA STITCH / SPIN / PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  6,00 "," R$  3,65 "," R$  22,80 ",Dinheiro
576,04/12/2024,577,0577 - KIT 5PCS XÍCARA EMPILHÁVEL DIVERSOS,1,NEO PORCELANAS LTDA," R$  49,90 "," R$  12,90 "," R$  116,10 ",Dinheiro
575,04/12/2024,411,0411 - KIT COPO AMERICANO HARRY POTTER,1,ALL MIX," R$  17,58 ", R$  -   ," R$  49,00 ",Cartão de Crédito
574,03/12/2024,C2,C2 - CANETA FOFA PERSO / CHOC,2,AP BRAS OU MERCADO LIVRE," R$  5,00 "," R$  2,00 "," R$  22,00 ",Cartão de Crédito
573,02/12/2024,597,0597 - COPO INCAN 500ML FRIENDS COFRE,1,ZONA CRIATIVA," R$  19,90 "," R$  3,95 "," R$  75,05 ",Cartão de Crédito
572,02/12/2024,22,0022 - ALMOFADA BRINCAR 25X25,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  16,90 ", R$  -   ," R$  39,00 ",Cartão de Débito
571,02/12/2024,461,0461 - CANECA CAMPANHIA BEBER ME CHAMA,1,ZONA CRIATIVA," R$  24,90 "," R$  3,30 "," R$  62,70 ",Dinheiro
570,30/11/2024,286,0286 - TACA WINDSOR - QUE SEJA INFINITO,1,BRASFOOT," R$  17,98 ", R$  -   ," R$  46,00 ",Cartão de Débito
569,30/11/2024,519,0519 - CADERNO HELLO KITTY SQUISH 15X21,1,AP BRAS OU MERCADO LIVRE," R$  20,00 "," R$  3,20 "," R$  60,80 ",PIX
568,29/11/2024,541,0541 - MORINGA DE AGUA 500 ML - OLHO GREGO,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  45,90 "," R$  10,90 "," R$  98,10 ",Cartão de Crédito
567,29/11/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
566,29/11/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,2,AP BRAS OU MERCADO LIVRE," R$  7,00 ", R$  -   ," R$  29,00 ",Cartão de Débito
566,29/11/2024,358,0358 - BLOCO DE NOTAS FOFO ELASTICO,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,00 ",Cartão de Débito
565,28/11/2024,576,0576 - KIT XÍCARA E PIRES 120ML NEO,1,NEO PORCELANAS LTDA," R$  19,90 "," R$  4,80 "," R$  56,05 ",Cartão de Débito
565,28/11/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 "," R$  4,80 "," R$  11,40 ",Cartão de Débito
565,28/11/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 "," R$  4,80 "," R$  23,75 ",Cartão de Débito
564,28/11/2024,204,0204 - ALMOFADA 30X30 CM - EU E VOCE,1,UATT PRESENTES IMPORTADOS," R$  24,90 "," R$  12,60 "," R$  55,80 ",Cartão de Débito
564,28/11/2024,586,0586 - COPO VIAGEM SLIM 300ML CORACAO,1,ZONA CRIATIVA," R$  15,90 "," R$  12,60 "," R$  57,60 ",Cartão de Débito
563,28/11/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
562,28/11/2024,35,0035 - TAÇA CERVEJA HOPONOPONO,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  15,90 "," R$  13,30 "," R$  44,10 ",Cartão de Débito
562,28/11/2024,444,0444 - CANECA 350ML C/INFUSOR GARFIELD,1,ZONA CRIATIVA," R$  32,90 "," R$  13,30 "," R$  75,60 ",Cartão de Débito
561,28/11/2024,524,0524 - LUMINARIA ANGEL LAMPADA,1,USARE LUMINÁRIAS," R$  94,60 "," R$  37,35 "," R$  211,65 ",Cartão de Crédito
560,27/11/2024,576,0576 - KIT XÍCARA E PIRES 120ML NEO,1,NEO PORCELANAS LTDA," R$  19,90 "," R$  2,95 "," R$  56,05 ",Cartão de Crédito
559,27/11/2024,234,0234 - CANECA VIDRO DIAMOND - EU TE AMO,1,BRASFOOT," R$  15,98 ", R$  -   ," R$  46,00 ",Cartão de Débito
558,27/11/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,2,AP BRAS OU MERCADO LIVRE," R$  8,00 "," R$  2,00 "," R$  25,00 ",Cartão de Crédito
557,27/11/2024,558,0558 - GARRAFA TERMICA ADULTO + 500ML,1,AP BRAS OU MERCADO LIVRE," R$  35,00 "," R$  4,80 "," R$  91,20 ",Cartão de Crédito
556,27/11/2024,353,0353 - ESTOJO PELUCIA DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  10,00 ", R$  -   ," R$  36,00 ",Cartão de Débito
555,27/11/2024,105,0105 - KIT NECESSAIRE PEROLA,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  53,49 "," R$  12,80 "," R$  115,20 ",Cartão de Crédito
554,27/11/2024,557,0557 - GARRAFA TERMICA 500ML COM CANUDO,1,AP BRAS OU MERCADO LIVRE," R$  28,00 "," R$  4,20 "," R$  79,80 ",Cartão de Crédito
553,27/11/2024,497,0497 - ALMOFADA VELUDO 25X25 STITCH,1,ZONA CRIATIVA," R$  16,90 "," R$  3,50 "," R$  43,70 ",Dinheiro
553,27/11/2024,C9,C9 - CANETA FOFA STITCH / SPIN / PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  6,00 "," R$  3,50 "," R$  22,80 ",Dinheiro
552,26/11/2024,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 "," R$  10,90 "," R$  98,10 ",Cartão de Crédito
551,26/11/2024,566,0566 - LUMINARIA 3D LED ARVORE DE NATAL,1,XNAMAI IMPORTADORA," R$  20,00 "," R$  4,15 "," R$  62,70 ",PIX
551,26/11/2024,C0,C0 - CANETA MARCA TEXTO DUPLO SIMPLES OU PANTONE,2,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  4,15 "," R$  16,15 ",PIX
550,26/11/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Dinheiro
550,26/11/2024,C4,C4 - CANETA LAPIS INFINITO CORES,1,AP BRAS OU MERCADO LIVRE," R$  3,40 ", R$  -   ," R$  13,00 ",Dinheiro
549,26/11/2024,457,0457 - CANECA CAMPANHIA COMO SE NAO HOUVESSE,1,ZONA CRIATIVA," R$  24,90 "," R$  3,30 "," R$  62,70 ",Cartão de Débito
548,25/11/2024,226,0226 - NECESSAIRE - FELICIDADE E ESTAR BEM,1,BRASFOOT," R$  23,98 "," R$  2,95 "," R$  56,05 ",Cartão de Crédito
547,25/11/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Dinheiro
546,23/11/2024,620,0620 - SOMBRINHA / GUARDA CHUVA,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  25,00 ",Cartão de Débito
545,23/11/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Dinheiro
544,23/11/2024,437,0437 - CANECA BUCK 400ML PANTERA NEGRA,1,ZONA CRIATIVA," R$  19,90 "," R$  3,40 "," R$  64,60 ",Cartão de Débito
543,22/11/2024,208,0208 - KIT PIPOCA - EU E VC - VERMELHO,1,UATT PRESENTES IMPORTADOS," R$  18,69 "," R$  14,50 "," R$  43,50 ",Dinheiro
542,22/11/2024,620,0620 - SOMBRINHA / GUARDA CHUVA,1,AP BRAS OU MERCADO LIVRE," R$  8,00 "," R$  4,45 "," R$  23,75 ",Cartão de Crédito
542,22/11/2024,559,0559 - COPO COM CANUDO BOLINHAS,1,AP BRAS OU MERCADO LIVRE," R$  15,00 "," R$  4,45 "," R$  60,80 ",Cartão de Crédito
541,22/11/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 "," R$  3,43 "," R$  13,77 ",Cartão de Crédito
541,22/11/2024,607,0607 - COPO BS 250ML HOGWARTS,1,ZONA CRIATIVA," R$  19,90 "," R$  3,43 "," R$  51,30 ",Cartão de Crédito
540,22/11/2024,353,0353 - ESTOJO PELUCIA DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  10,00 "," R$  2,75 "," R$  34,20 ",Dinheiro
540,22/11/2024,C7,C7 - CANETA LED OU MARCA TEXTO 3 PONTAS,1,AP BRAS OU MERCADO LIVRE," R$  5,00 "," R$  2,75 "," R$  18,05 ",Dinheiro
539,22/11/2024,334,0334 - KIT ALMOFADA PIPOCA SPIDER MAN,1,ZONA CRIATIVA," R$  47,41 "," R$  12,90 "," R$  116,10 ",Cartão de Crédito
538,21/11/2024,439,0439 - COPO TERMICO 350ML GRATIDAO,1,ZONA CRIATIVA," R$  24,90 "," R$  3,10 "," R$  58,90 ",Cartão de Crédito
537,21/11/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  3,88 "," R$  12,82 ",Cartão de Débito
537,21/11/2024,559,0559 - COPO COM CANUDO BOLINHAS,1,AP BRAS OU MERCADO LIVRE," R$  15,00 "," R$  3,88 "," R$  60,80 ",Cartão de Débito
536,19/11/2024,459,0459 - COPO TERMICO 500ML FOREVER PRETO,1,ZONA CRIATIVA," R$  34,50 "," R$  4,45 "," R$  84,55 ",Cartão de Crédito
535,19/11/2024,376,0376 - CANECA CERÂMICA AUTISMO,2,CRAZY MUGS," R$  45,80 "," R$  13,50 "," R$  115,20 ",Cartão de Crédito
535,19/11/2024,128,0128 - IMA EMPONDERAMENTO FEM PLACA,1,GEGUTON," R$  1,35 "," R$  13,50 "," R$  6,30 ",Cartão de Crédito
534,19/11/2024,468,0468 - CANECA BUCK 400ML STITCH,1,ZONA CRIATIVA," R$  26,90 "," R$  3,60 "," R$  68,40 ",Cartão de Débito
533,19/11/2024,607,0607 - COPO BS 250ML HOGWARTS,1,ZONA CRIATIVA," R$  19,90 "," R$  2,70 "," R$  51,30 ",PIX
532,18/11/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Dinheiro
531,16/11/2024,620,0620 - SOMBRINHA / GUARDA CHUVA,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  25,00 ",Dinheiro
530,16/11/2024,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 "," R$  10,90 "," R$  98,10 ",Cartão de Débito
529,14/11/2024,338,0338 - FONTE CARREGADOR USB,1,AP BRAS OU MERCADO LIVRE," R$  7,00 "," R$  13,90 "," R$  18,00 ",Dinheiro
529,14/11/2024,568,0568 - PROJETOR ASTRONAUTA ESTRELAS,1,XNAMAI IMPORTADORA," R$  31,80 "," R$  13,90 "," R$  107,10 ",Dinheiro
528,14/11/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Dinheiro
527,14/11/2024,C7,C7 - CANETA LED OU MARCA TEXTO 3 PONTAS,2,AP BRAS OU MERCADO LIVRE," R$  10,00 "," R$  2,00 "," R$  36,00 ",Cartão de Débito
526,14/11/2024,291,0291 - CANECA 350ML C/INFUSOR - CULTIVE COISAS BOAS,1,ZONA CRIATIVA," R$  19,90 "," R$  15,80 "," R$  68,40 ",Cartão de Débito
526,14/11/2024,278,0278 - TACA WINDSOR C/2UN - METADE DE MIM E VOCE,1,BRASFOOT," R$  33,98 "," R$  15,80 "," R$  73,80 ",Cartão de Débito
525,14/11/2024,340,0340 - BOLSA SILICONE PERSONAGENS C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  13,00 ", R$  -   ," R$  38,00 ",Cartão de Crédito
524,14/11/2024,62,0062 - MASCARA DE DORMIR REALIZE,1,MINAS DE PRESENTES LTDA," R$  5,42 ", R$  -   ," R$  24,00 ",Cartão de Débito
524,14/11/2024,128,0128 - IMA EMPONDERAMENTO FEM PLACA,1,GEGUTON," R$  1,35 ", R$  -   ," R$  7,00 ",Cartão de Débito
523,14/11/2024,156,0156 - PORTA RETRATO CORACAO,1,GEGUTON," R$  17,46 ", R$  -   ," R$  48,00 ",Cartão de Crédito
522,14/11/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 "," R$  49,00 "," R$  1,22 ",Cartão de Débito
522,14/11/2024,447,0447 - CANECA MINI TINA 100ML MARIO UP,1,ZONA CRIATIVA," R$  12,90 "," R$  49,00 "," R$  3,28 ",Cartão de Débito
521,13/11/2024,115,0115 - LUMINARIA LED RECADO,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  15,99 ", R$  -   ," R$  44,00 ",Cartão de Crédito
520,12/11/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Cartão de Débito
520,12/11/2024,135,0135 - IMA UNICORNIO POSITIVIDADE,2,GEGUTON," R$  2,40 ", R$  -   ," R$  10,00 ",Cartão de Débito
519,09/11/2024,258,0258 - COPO SMART - SMILINGUIDO SUA AMIZADE,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  48,00 ",Cartão de Crédito
518,09/11/2024,507,0507 - KIT IMAS GATINHOS 4 PEÇAS,1,YAAY PRESENTES," R$  15,90 ", R$  -   ," R$  42,00 ",Dinheiro
517,09/11/2024,484,0484 - CANECA MAGGIE 400ML PODEROSA,1,ZONA CRIATIVA," R$  27,90 "," R$  15,30 "," R$  66,60 ",Dinheiro
517,09/11/2024,493,0493 - ALMOFADA VELUDO 40X40 VIAJAR,1,ZONA CRIATIVA," R$  32,90 "," R$  15,30 "," R$  71,10 ",Dinheiro
516,08/11/2024,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 "," R$  5,45 "," R$  103,55 ",Cartão de Crédito
515,08/11/2024,411,0411 - KIT COPO AMERICANO HARRY POTTER,1,ALL MIX," R$  17,58 ", R$  -   ," R$  49,00 ",Cartão de Débito
514,07/11/2024,139,0139 - KIT IMA ITENS 6 PCS,1,GEGUTON," R$  4,27 ", R$  -   ," R$  18,00 ",Cartão de Crédito
514,07/11/2024,131,0131 - IMA GATINHO EMOJI,1,GEGUTON," R$  0,90 ", R$  -   ," R$  4,00 ",Cartão de Crédito
514,07/11/2024,132,0132 - IMA CAPCAKE,1,GEGUTON," R$  0,90 ", R$  -   ," R$  4,00 ",Cartão de Crédito
513,07/11/2024,575,0575 - XÍCARA CONICA DECORADA 120ML NEO,4,NEO PORCELANAS LTDA," R$  34,00 "," R$  12,80 "," R$  115,20 ",Dinheiro
512,07/11/2024,468,0468 - CANECA BUCK 400ML STITCH,1,ZONA CRIATIVA," R$  26,90 "," R$  3,60 "," R$  68,40 ",Cartão de Débito
511,06/11/2024,189,0189 - LUMIN ORG HABITO COLOR PILHA,1,USARE LUMINÁRIAS," R$  39,90 "," R$  9,40 "," R$  84,60 ",PIX
510,06/11/2024,93,0093 - JOGO RODA DE SHOT,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  13,39 "," R$  12,00 "," R$  36,00 ",Cartão de Crédito
509,06/11/2024,97,0097 - COPO AMERICANO FLORK AMOR,1,ALL MIX," R$  6,53 "," R$  1,20 "," R$  22,80 ",PIX
508,05/11/2024,C7,C7 - CANETA LED OU MARCA TEXTO 3 PONTAS,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  19,00 ",Cartão de Crédito
507,04/11/2024,558,0558 - GARRAFA TERMICA ADULTO + 500ML,1,AP BRAS OU MERCADO LIVRE," R$  35,00 "," R$  8,20 "," R$  91,20 ",Cartão de Crédito
507,04/11/2024,610,"0610 - GARRAFA MAX 1,65LT CUIDE-SE",1,ZONA CRIATIVA," R$  19,90 "," R$  8,20 "," R$  64,60 ",Cartão de Crédito
506,04/11/2024,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",Cartão de Débito
505,01/11/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,6,AP BRAS OU MERCADO LIVRE," R$  21,00 "," R$  9,00 "," R$  78,00 ",Dinheiro
504,31/10/2024,556,0556 - GARRAFA TERMICA 420 A 500ML DIVERSAS,1,AP BRAS OU MERCADO LIVRE," R$  28,00 ", R$  -   ," R$  79,00 ",Cartão de Crédito
503,30/10/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  2,00 "," R$  12,61 ",Cartão de Débito
503,30/10/2024,C0,C0 - CANETA MARCA TEXTO DUPLO SIMPLES OU PANTONE,2,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  2,00 "," R$  15,89 ",Cartão de Débito
502,30/10/2024,172,0172 - LUMIN N S APARECIDA USB,1,USARE LUMINÁRIAS," R$  36,90 ", R$  -   ," R$  89,00 ",Cartão de Crédito
501,30/10/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Cartão de Crédito
501,30/10/2024,520,0520 - KIT BORRACHA MARMITINHA,1,AP BRAS OU MERCADO LIVRE," R$  10,00 ", R$  -   ," R$  29,00 ",Cartão de Crédito
500,29/10/2024,210,0210 - MARMITA REDONDA MINI - SMILES,1,UATT PRESENTES IMPORTADOS," R$  13,06 ", R$  -   ," R$  38,00 ",Dinheiro
499,29/10/2024,C8,C8 - CANETA FOFA MULTICORES / LED,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  22,00 ",Cartão de Crédito
499,29/10/2024,13,0013 - JOGO PORTA COPOS REDONDO,1,2DH COMERCIO E CONFECCAO LTDA," R$  9,90 ", R$  -   ," R$  34,00 ",Cartão de Crédito
499,29/10/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Cartão de Crédito
499,29/10/2024,C3,C3 - CANETA FOFA ESPECIAL,1,AP BRAS OU MERCADO LIVRE," R$  3,00 ", R$  -   ," R$  12,50 ",Cartão de Crédito
499,29/10/2024,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",Cartão de Crédito
498,29/10/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,4,AP BRAS OU MERCADO LIVRE," R$  11,20 "," R$  4,00 "," R$  30,00 ",Cartão de Crédito
497,28/10/2024,500,0500 - ALMOFADA VELUDO 40X40 DIVERTIDAMENTE,1,ZONA CRIATIVA," R$  32,90 ", R$  -   ," R$  89,00 ",Cartão de Débito
497,28/10/2024,C7,C7 - CANETA LED OU MARCA TEXTO 3 PONTAS,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  19,00 ",Cartão de Débito
496,25/10/2024,376,0376 - CANECA CERÂMICA AUTISMO,1,CRAZY MUGS," R$  22,90 "," R$  4,05 "," R$  60,80 ",PIX
496,25/10/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 "," R$  4,05 "," R$  16,15 ",PIX
495,24/10/2024,576,0576 - KIT XÍCARA E PIRES 120ML NEO,1,NEO PORCELANAS LTDA," R$  19,90 "," R$  2,95 "," R$  56,05 ",PIX
494,24/10/2024,517,0517 - CADERNO DISCO PEQUENO 15X21 CAPA DURA,1,AP BRAS OU MERCADO LIVRE," R$  20,00 ", R$  -   ," R$  62,00 ",Cartão de Débito
494,24/10/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
494,24/10/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Cartão de Débito
493,24/10/2024,93,0093 - JOGO RODA DE SHOT,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  13,39 "," R$  12,00 "," R$  36,00 ",Cartão de Débito
492,23/10/2024,503,0503 - BLOCO DE NOTAS YAAY DIVERSOS,1,YAAY PRESENTES," R$  3,90 ", R$  -   ," R$  12,00 ",Cartão de Débito
